,R,F,M,C,L
41587,9,2,5684,0.755,42
41588,28,4,6000,0.715226667,73
41589,101,4,9468,0.45323933200000005,14
41590,43,4,7114,0.603196514,42
41591,191,10,8118,0.528583395,85
41592,66,5,6876,0.624043048,49
41593,64,4,5719,0.750236055,45
41594,70,3,4498,0.953823922,16
41595,11,4,7833,0.5477147960000001,86
41596,507,2,6600,0.65,66
41597,191,4,7819,0.54864177,23
41598,107,7,6928,0.619131062,25
41599,275,3,5087,0.8431295459999999,21
41600,385,6,9744,0.440163177,39
41601,71,4,9574,0.44793398799999995,77
41602,142,7,7063,0.607128699,77
41603,344,2,4288,1.0,75
41604,486,7,4386,0.977656179,29
41605,340,6,6296,0.680987929,27
41606,179,6,6310,0.6793660859999999,92
41607,224,6,7419,0.5777840679999999,15
41608,79,9,10132,0.42305961299999995,33
41609,32,8,10492,0.408525543,35
41610,220,3,4888,0.876888298,27
41611,122,6,6058,0.707515682,42
41612,308,5,7729,0.5545478070000001,22
41613,199,3,6371,0.672716999,65
41614,193,3,4496,0.953202847,84
41615,200,6,7294,0.587537702,21
41616,116,6,4760,0.900262605,27
41617,269,5,5792,0.739830801,71
41618,172,5,6198,0.691353662,35
41619,171,3,7611,0.562922086,92
41620,219,5,7056,0.607097506,12
41621,77,4,6954,0.6159102670000001,37
41622,268,4,7454,0.57457875,77
41623,31,6,6487,0.660175736,26
41624,62,6,7363,0.581613473,60
41625,45,6,5610,0.763333333,80
41626,99,4,4657,0.9195104140000001,12
41627,393,7,6090,0.7031280790000001,27
41628,72,5,8698,0.492282134,55
41629,90,4,5420,0.79,62
41630,71,4,11896,0.359919301,24
41631,426,4,5715,0.749081365,32
41632,147,4,5241,0.816788781,17
41633,77,5,5779,0.740709465,32
41634,549,2,4756,0.9,78
41635,333,5,6153,0.695660653,56
41636,39,6,9009,0.475115995,74
41637,179,5,7929,0.539828478,19
41638,481,4,4280,1.0,22
41639,156,4,5172,0.8274825990000001,18
41640,207,6,6856,0.624186114,107
41641,190,7,5116,0.836327209,31
41642,137,7,6667,0.641756412,81
41643,112,5,8005,0.534485946,56
41644,167,5,5942,0.719994951,31
41645,81,3,5462,0.783249725,30
41646,48,7,6891,0.620783631,83
41647,704,4,6529,0.655199877,76
41648,214,6,4705,0.9091859720000001,72
41649,33,7,10684,0.40035567200000005,89
41650,316,13,9698,0.44103939,48
41651,69,7,6370,0.671428571,60
41652,599,3,3901,1.096244553,105
41653,505,4,7956,0.5375,20
41654,429,8,6680,0.64005988,82
41655,194,5,5219,0.8192278209999999,99
41656,192,6,7066,0.6050806679999999,23
41657,393,4,5224,0.818415008,81
41658,48,7,6209,0.688571429,22
41659,64,4,7773,0.550015438,47
41660,211,3,4500,0.95,20
41661,80,4,8075,0.529388235,18
41662,120,5,7997,0.5345342,16
41663,68,5,7858,0.543950115,27
41664,74,4,6200,0.6893903229999999,13
41665,273,8,9924,0.430694277,33
41666,437,3,5346,0.799457538,20
41667,61,8,8409,0.508198359,13
41668,324,6,5574,0.7666666670000001,18
41669,74,6,5574,0.7666666670000001,13
41670,475,5,4645,0.92,21
41671,638,6,5574,0.7666666670000001,23
41672,244,3,5242,0.815200305,12
41673,225,4,6406,0.667038714,20
41674,408,2,4690,0.91108742,93
41675,84,3,6855,0.6233333329999999,100
41676,45,7,6031,0.708496103,14
41677,567,4,6968,0.613203215,23
41678,488,3,5542,0.77096716,48
41679,159,3,5742,0.7440595609999999,41
41680,38,5,5050,0.846,91
41681,615,4,7120,0.6,29
41682,569,4,4272,1.0,23
41683,324,8,6886,0.620345629,68
41684,400,2,6102,0.7,13
41685,295,7,7119,0.6,33
41686,42,3,4495,0.9501023359999999,53
41687,376,4,4514,0.9461010190000001,31
41688,260,4,6461,0.6609781770000001,45
41689,302,4,5348,0.7984779359999999,63
41690,157,7,5955,0.717066331,47
41691,300,10,8440,0.505856635,16
41692,100,6,7228,0.590636414,35
41693,68,3,6127,0.6967422879999999,30
41694,204,3,6617,0.645120145,42
41695,177,5,5858,0.728692386,67
41696,427,4,8536,0.5,50
41697,257,2,2971,1.436445641,18
41698,534,4,4419,0.965716225,24
41699,88,5,6394,0.667388176,27
41700,170,5,5026,0.84902109,73
41701,229,4,6770,0.630227474,33
41702,62,6,6016,0.709163896,88
41703,207,7,6338,0.6731145470000001,93
41704,260,5,6522,0.654107636,26
41705,27,3,4139,1.0306040109999999,101
41706,31,6,6570,0.649260274,80
41707,537,5,5954,0.716383944,63
41708,408,5,4749,0.8981048640000001,27
41709,193,5,5716,0.746147656,36
41710,480,4,5364,0.7950783,97
41711,81,6,5849,0.7291160879999999,14
41712,68,7,5482,0.7779095220000001,45
41713,272,6,10589,0.402721692,70
41714,347,3,4969,0.858200845,82
41715,68,6,5579,0.7642946759999999,76
41716,467,6,4819,0.8848308779999999,102
41717,14,4,5248,0.8125,28
41718,366,2,5684,0.75,12
41719,561,2,5684,0.75,19
41720,484,2,5684,0.75,15
41721,259,2,5684,0.75,62
41722,590,2,5684,0.75,24
41723,415,2,5684,0.75,32
41724,561,2,5684,0.75,19
41725,6,5,5062,0.842141446,16
41726,152,6,7773,0.548420172,22
41727,209,4,4669,0.9129363890000001,33
41728,93,6,6272,0.67948023,35
41729,221,6,6226,0.684473177,16
41730,22,9,7492,0.568784036,36
41731,285,3,2947,1.4459755680000002,78
41732,20,6,7589,0.561474503,55
41733,76,7,8318,0.512225295,24
41734,179,5,7343,0.580230151,61
41735,264,9,5654,0.753422356,60
41736,49,3,5668,0.751510233,93
41737,209,3,7221,0.58986013,64
41738,102,5,5078,0.8387554159999999,21
41739,155,8,8810,0.48342451799999997,90
41740,662,2,3276,1.3,101
41741,20,3,6315,0.67437213,23
41742,412,2,8637,0.493064722,67
41743,189,4,7212,0.590485302,14
41744,4,13,5369,0.793076923,20
41745,35,4,8308,0.5125,16
41746,389,5,5478,0.777236218,23
41747,141,9,5992,0.7105457279999999,43
41748,145,7,10139,0.419893481,88
41749,20,6,9595,0.443684211,98
41750,220,4,7466,0.570200911,47
41751,83,7,5295,0.8039376770000001,48
41752,268,4,6493,0.6555967970000001,15
41753,78,6,9452,0.450357596,39
41754,253,3,6408,0.66428839,13
41755,459,3,4886,0.871182972,25
41756,13,5,7031,0.605394681,98
41757,345,3,4558,0.9338525670000001,19
41758,168,6,7399,0.575272334,56
41759,55,4,5681,0.74923429,38
41760,264,5,4689,0.90769887,42
41761,142,5,6700,0.635253731,92
41762,432,7,11078,0.384193898,18
41763,413,2,4256,1.0,13
41764,74,6,6175,0.689230769,29
41765,117,6,7662,0.555460715,93
41766,109,4,6054,0.702897258,91
41767,23,6,5345,0.796114125,23
41768,278,4,5419,0.785218675,40
41769,153,4,6907,0.616053279,31
41770,385,2,5668,0.7507057159999999,28
41771,72,5,7358,0.578268551,30
41772,1,4,7983,0.532968809,80
41773,4,5,7705,0.552160934,31
41774,178,6,8074,0.526923458,24
41775,218,4,5220,0.8149425290000001,17
41776,184,5,4587,0.9272988879999999,21
41777,68,6,5288,0.8043116490000001,45
41778,2,7,6178,0.688391065,36
41779,79,4,5695,0.746733977,12
41780,313,7,7543,0.563754474,64
41781,342,8,6231,0.68245065,17
41782,1,4,6227,0.682869761,64
41783,49,5,7142,0.595379446,17
41784,252,5,4514,0.941998228,53
41785,183,5,5050,0.8420000000000001,13
41786,15,5,6313,0.6735181370000001,95
41787,107,8,8530,0.498444314,15
41788,128,6,10484,0.405542732,19
41789,12,6,5510,0.7716333940000001,13
41790,11,8,7547,0.563221147,106
41791,67,4,4977,0.854048624,110
41792,690,3,4807,0.8841377159999999,67
41793,449,3,5100,0.833333333,22
41794,133,5,8483,0.5009984679999999,28
41795,44,6,7598,0.559237957,33
41796,96,7,8572,0.495664956,24
41797,101,7,5951,0.713957318,53
41798,82,3,5901,0.72,107
41799,95,5,9235,0.46,88
41800,16,4,5737,0.7404688859999999,69
41801,197,7,6591,0.64449249,23
41802,127,6,7587,0.55981811,41
41803,3,6,7504,0.56597548,39
41804,119,4,7209,0.589085865,75
41805,159,4,5398,0.7867061870000001,51
41806,177,2,7738,0.548772293,53
41807,166,3,5172,0.820974478,12
41808,15,10,8194,0.5181730529999999,79
41809,154,4,5599,0.7583300590000001,45
41810,104,7,5207,0.815183407,64
41811,11,6,5223,0.812550258,30
41812,284,4,6861,0.618561434,29
41813,48,5,5374,0.78967994,36
41814,391,5,5671,0.7482454590000001,83
41815,1,9,11240,0.377512456,29
41816,431,5,5593,0.758573217,22
41817,270,7,7105,0.597142857,19
41818,75,8,6380,0.664996865,56
41819,555,5,7764,0.546445131,79
41820,114,4,6104,0.695,22
41821,178,3,5882,0.7211934720000001,21
41822,213,5,6104,0.694954128,38
41823,13,7,5945,0.713513877,42
41824,337,4,6245,0.6792233790000001,42
41825,81,4,5114,0.829413375,83
41826,162,5,6426,0.660063803,69
41827,225,5,5260,0.8063384029999999,18
41828,127,5,7064,0.600407701,94
41829,154,7,4804,0.8828143209999999,41
41830,310,3,5193,0.816666667,18
41831,122,5,5472,0.775010965,42
41832,382,4,3461,1.2253106040000001,44
41833,82,5,6539,0.648464597,12
41834,263,6,7654,0.553912987,54
41835,55,3,5436,0.77986755,18
41836,90,8,5505,0.770069028,16
41837,340,5,9283,0.45666271700000005,30
41838,120,3,5437,0.779676292,96
41839,61,5,5126,0.8269761999999998,54
41840,95,3,6294,0.673333333,25
41841,363,5,4593,0.92262138,94
41842,302,6,8330,0.508711885,37
41843,224,2,2897,1.462720055,111
41844,229,3,6364,0.665744815,14
41845,544,6,6579,0.643958048,23
41846,172,5,6154,0.688409165,14
41847,211,4,6388,0.6631386979999999,20
41848,27,5,8980,0.47166815100000004,82
41849,19,5,6169,0.686578052,78
41850,619,2,3516,1.20463595,47
41851,18,8,8353,0.507053753,65
41852,101,3,8526,0.496666667,32
41853,38,3,8526,0.496666667,25
41854,141,3,7371,0.574466151,13
41855,231,3,6701,0.63181167,12
41856,263,7,6782,0.62421852,18
41857,638,2,5644,0.75,21
41858,712,2,5644,0.75,63
41859,618,2,5644,0.75,33
41860,502,6,4458,0.9495289370000001,75
41861,454,2,5644,0.75,16
41862,69,8,9637,0.43924042799999996,23
41863,500,4,7524,0.5625,19
41864,111,4,5834,0.7254130959999999,25
41865,108,5,4443,0.9525118159999999,72
41866,221,4,4557,0.928659206,94
41867,161,6,8510,0.497280846,60
41868,524,4,6815,0.620902421,90
41869,704,3,5013,0.8440454820000001,38
41870,536,4,5566,0.7601060009999999,50
41871,366,5,8611,0.49131924299999996,29
41872,424,4,6588,0.642152398,83
41873,192,5,6313,0.670095042,28
41874,109,5,5635,0.750553682,13
41875,517,4,6572,0.643517955,76
41876,583,3,5901,0.716666667,20
41877,515,5,4229,1.0,24
41878,378,2,5286,0.8,12
41879,463,2,5286,0.8,38
41880,273,4,4679,0.9037294290000001,76
41881,676,4,5864,0.7210948159999999,53
41882,120,2,2911,1.4524802469999998,32
41883,5,4,5993,0.705508093,26
41884,166,5,4544,0.930470951,57
41885,176,7,6971,0.6064782670000001,44
41886,48,7,8235,0.513374621,18
41887,143,5,6775,0.624,38
41888,220,4,10840,0.39,43
41889,518,4,9140,0.4625,29
41890,106,6,6853,0.6168291260000001,77
41891,429,3,5930,0.712833052,36
41892,204,5,6525,0.647771648,38
41893,320,8,4632,0.9125,14
41894,193,2,5870,0.72,47
41895,239,5,4295,0.9840000000000001,32
41896,112,8,6625,0.637850566,13
41897,83,3,6647,0.635632616,94
41898,229,5,9818,0.430337136,21
41899,282,3,6117,0.690691515,33
41900,241,3,3867,1.092505818,50
41901,178,6,6076,0.695301185,19
41902,362,4,6107,0.6917226129999999,34
41903,96,5,4798,0.880437682,78
41904,579,5,6999,0.603543363,46
41905,324,6,8046,0.525,37
41906,145,7,6385,0.661572435,74
41907,445,4,5120,0.825,96
41908,311,4,5967,0.707885034,16
41909,192,8,9621,0.439001143,16
41910,466,4,4223,1.0,38
41911,398,4,6938,0.608648025,14
41912,7,7,5525,0.764260633,47
41913,130,5,6727,0.627675041,17
41914,115,5,7472,0.565073608,94
41915,180,4,7823,0.539693212,16
41916,17,5,6876,0.6140226879999999,67
41917,137,3,4768,0.885463507,75
41918,23,4,6453,0.654241438,93
41919,152,6,5156,0.818813033,20
41920,4,2,2994,1.41,63
41921,571,4,6350,0.6647874020000001,56
41922,84,4,7630,0.553235911,96
41923,72,3,6785,0.622081061,35
41924,609,2,5384,0.7839245909999999,20
41925,108,4,4935,0.8551914890000001,28
41926,339,5,7087,0.59548469,22
41927,31,7,4887,0.8635481890000001,47
41928,54,3,5593,0.754537815,38
41929,214,7,6571,0.642231015,67
41930,77,6,7273,0.5801897429999999,38
41931,220,3,6905,0.611097755,73
41932,250,2,7672,0.55,38
41933,247,4,10048,0.41994426799999995,55
41934,356,9,4932,0.855555556,19
41935,141,6,8399,0.502382426,60
41936,111,3,5187,0.813333333,19
41937,382,6,4583,0.9204451229999999,52
41938,636,3,4760,0.886134454,44
41939,243,5,5937,0.7104008759999999,47
41940,115,5,5091,0.8283264579999999,56
41941,426,2,4217,1.0,67
41942,236,3,7749,0.544179894,28
41943,347,7,4684,0.900213493,19
41944,182,5,5368,0.785491803,17
41945,44,5,8052,0.523640089,42
41946,262,4,8308,0.5075,20
41947,9,4,5940,0.709784512,78
41948,65,5,6107,0.69034878,66
41949,593,9,4833,0.872222222,35
41950,598,5,5283,0.797832671,25
41951,269,5,6085,0.692654067,42
41952,126,5,11508,0.366245221,19
41953,82,4,6059,0.695608186,108
41954,17,3,6427,0.655763187,28
41955,117,7,7289,0.578208259,54
41956,335,4,6714,0.627703307,33
41957,244,3,5042,0.8358290359999999,74
41958,355,5,5620,0.7498576509999999,92
41959,524,5,10938,0.38523496100000004,36
41960,255,5,8184,0.514833822,90
41961,33,7,7102,0.5932328920000001,72
41962,585,4,6128,0.6875,22
41963,375,3,6110,0.689525368,75
41964,82,3,5129,0.82135699,24
41965,453,3,6517,0.646417063,75
41966,2,6,5451,0.772812328,24
41967,115,3,6346,0.663819729,17
41968,313,4,4715,0.89340403,19
41969,191,9,5547,0.759352803,15
41970,48,6,6685,0.630065819,16
41971,391,5,6360,0.662232704,101
41972,81,9,5904,0.713333333,23
41973,222,5,7673,0.5488439979999999,14
41974,3,4,6728,0.6259051720000001,69
41975,158,5,4303,0.9786195679999999,65
41976,210,5,4535,0.928441014,43
41977,22,5,6152,0.6844034459999999,21
41978,654,7,7370,0.571275441,70
41979,9,5,7109,0.5922380079999999,12
41980,422,4,7440,0.565860215,27
41981,6,4,7676,0.548409328,27
41982,201,6,7340,0.573501362,28
41983,144,6,6746,0.623978654,72
41984,154,3,9425,0.44658143200000006,35
41985,9,6,7854,0.535895085,57
41986,553,5,5626,0.748107003,30
41987,94,11,4994,0.8427272729999999,87
41988,317,7,7553,0.557142857,26
41989,74,4,6040,0.6967019870000001,17
41990,21,2,2892,1.455,16
41991,312,5,13134,0.320306076,12
41992,274,3,4597,0.9151272570000001,70
41993,621,2,5180,0.812065637,47
41994,399,5,4206,1.0,21
41995,213,6,5931,0.709064239,52
41996,231,3,4828,0.870907208,36
41997,124,5,6867,0.6122877529999999,70
41998,492,4,6100,0.689262295,22
41999,306,8,7132,0.58952608,23
42000,311,7,6001,0.70055824,51
42001,420,3,5801,0.724711257,53
42002,7,4,5957,0.70563203,42
42003,154,3,6420,0.654707165,74
42004,94,5,6667,0.630443978,16
42005,295,6,8107,0.51846059,95
42006,248,7,6241,0.673464188,35
42007,192,6,8145,0.5159828120000001,17
42008,77,5,5516,0.761890863,21
42009,112,6,5644,0.744603118,23
42010,478,4,5276,0.796531463,49
42011,8,5,6804,0.617642563,71
42012,227,5,5897,0.712628455,36
42013,554,4,5421,0.774986165,95
42014,583,2,8444,0.497477499,19
42015,509,5,6702,0.626768129,23
42016,300,7,6743,0.622949726,16
42017,305,4,5442,0.77185226,15
42018,379,5,5342,0.7862223890000001,38
42019,130,2,2851,1.472946335,68
42020,83,7,5999,0.7,52
42021,50,12,6960,0.6033333329999999,24
42022,238,6,7090,0.5922679829999999,65
42023,152,4,5615,0.7477969720000001,48
42024,23,3,7364,0.570173819,38
42025,117,6,6780,0.619272861,14
42026,146,4,7924,0.529859919,18
42027,23,5,6258,0.670872483,15
42028,609,5,5128,0.818701248,70
42029,199,3,7223,0.5811906410000001,49
42030,170,6,8424,0.49825617299999997,74
42031,715,2,4196,1.0,75
42032,516,2,4196,1.0,43
42033,507,2,4196,1.0,40
42034,540,2,4196,1.0,82
42035,656,2,4196,1.0,23
42036,588,2,4196,1.0,74
42037,515,2,4196,1.0,51
42038,257,5,6035,0.695118476,67
42039,512,5,11649,0.360108164,37
42040,32,5,5295,0.792232295,103
42041,44,3,6536,0.641762546,14
42042,415,3,6042,0.6942072159999999,34
42043,222,3,5851,0.7168415659999999,22
42044,71,9,8641,0.485367434,27
42045,421,3,5242,0.8,77
42046,36,6,9658,0.434193415,14
42047,132,4,7409,0.565983264,48
42048,267,4,3565,1.176140252,27
42049,275,6,5292,0.792312925,33
42050,198,4,4671,0.89763648,101
42051,233,4,4733,0.885867315,66
42052,78,6,6399,0.655141428,80
42053,552,7,5397,0.7767648690000001,31
42054,281,4,6944,0.6037154379999999,105
42055,619,4,4519,0.927638858,64
42056,15,5,6887,0.608633658,13
42057,620,5,5353,0.783018868,39
42058,258,3,5806,0.721794695,26
42059,60,4,5251,0.7980784609999999,38
42060,120,3,6313,0.663785839,12
42061,308,5,7296,0.574300987,12
42062,18,6,7252,0.577767512,21
42063,71,5,6530,0.641635528,17
42064,681,4,7696,0.544412682,81
42065,9,4,8557,0.489612014,14
42066,174,2,5586,0.75,94
42067,387,2,5586,0.75,80
42068,18,6,9166,0.457058695,70
42069,256,3,5635,0.743327418,33
42070,83,6,6283,0.666656056,32
42071,285,8,6911,0.606070033,66
42072,26,6,4931,0.849417968,12
42073,42,2,5856,0.71523224,46
42074,526,4,5325,0.786516432,91
42075,104,5,7266,0.5763638870000001,76
42076,369,4,4008,1.0447480040000001,45
42077,336,3,5321,0.786938545,14
42078,284,6,6153,0.68050707,47
42079,11,5,5978,0.700428237,38
42080,257,4,4297,0.974382127,28
42081,128,5,6773,0.6181544370000001,33
42082,8,5,4795,0.873090719,77
42083,126,7,9801,0.42707887,22
42084,198,5,5798,0.7218954809999999,71
42085,8,7,8905,0.469994385,43
42086,2,3,4876,0.858322395,22
42087,188,5,5954,0.702919046,30
42088,35,3,3386,1.236001181,70
42089,470,7,5231,0.800028675,24
42090,61,3,4089,1.023333333,23
42091,11,6,5543,0.754869204,95
42092,22,8,8414,0.49727953399999997,73
42093,216,4,5157,0.811297266,23
42094,51,5,6525,0.641196935,12
42095,429,4,5786,0.723090218,19
42096,14,4,4876,0.8580188679999999,77
42097,233,4,4227,0.989647504,96
42098,242,5,4516,0.9262223209999999,36
42099,156,3,6970,0.600091822,22
42100,15,3,5142,0.813407235,16
42101,373,4,7023,0.595486259,66
42102,37,5,5334,0.784002625,68
42103,93,2,4769,0.8768211370000001,17
42104,214,8,7685,0.54409499,93
42105,22,6,5580,0.749324373,43
42106,74,10,10537,0.396796052,24
42107,355,5,5584,0.748692693,25
42108,183,4,5985,0.698511278,78
42109,157,2,5574,0.75,102
42110,231,2,5574,0.75,15
42111,1,10,5860,0.713387372,34
42112,18,5,7180,0.582220056,88
42113,162,4,6561,0.637113245,37
42114,197,5,5178,0.8072808029999999,68
42115,66,2,3321,1.25862692,20
42116,69,5,4856,0.860766063,92
42117,479,5,4820,0.86716805,77
42118,619,2,4644,0.9,20
42119,525,2,4644,0.9,17
42120,118,9,9418,0.443768316,15
42121,265,4,4493,0.930202537,95
42122,265,3,4262,0.9805912720000001,71
42123,512,3,3639,1.148419896,26
42124,433,3,5849,0.7144896559999999,82
42125,44,4,5560,0.751561151,77
42126,48,6,7098,0.5886911810000001,71
42127,366,4,5969,0.7,23
42128,193,3,5643,0.7404111290000001,102
42129,389,4,4435,0.94205186,23
42130,435,4,6520,0.640736196,41
42131,110,3,4696,0.889586882,19
42132,50,5,4732,0.882816991,31
42133,241,7,5663,0.7376408259999999,44
42134,67,10,8916,0.46848811100000004,15
42135,69,3,5850,0.714017094,60
42136,412,3,5967,0.7,19
42137,147,4,4592,0.909503484,30
42138,154,3,4442,0.9401958579999999,31
42139,536,4,3589,1.163638897,60
42140,120,7,5690,0.73397188,27
42141,13,4,6307,0.662059616,18
42142,109,7,7249,0.5760173820000001,102
42143,515,5,5547,0.75274022,48
42144,340,4,5815,0.717970765,40
42145,124,7,5340,0.7818314609999999,30
42146,142,7,7115,0.586780042,12
42147,559,3,3515,1.187624467,18
42148,601,2,3153,1.323818585,20
42149,166,10,6217,0.67132379,43
42150,130,4,4008,1.04127994,18
42151,223,4,7764,0.5375,17
42152,10,6,6803,0.61340438,19
42153,37,5,5661,0.7371241829999999,14
42154,307,6,8437,0.494589309,108
42155,152,6,5268,0.792019742,50
42156,187,8,5248,0.794927591,26
42157,371,4,7268,0.573968079,44
42158,167,7,4640,0.899,51
42159,39,6,9023,0.46229413700000005,99
42160,256,4,6318,0.66018202,19
42161,80,6,6102,0.6835398229999999,91
42162,62,7,5305,0.786205467,64
42163,18,6,6924,0.6023440210000001,48
42164,300,5,4665,0.894,66
42165,227,6,5336,0.7815610940000001,35
42166,220,4,5576,0.747908895,71
42167,202,5,5911,0.7055151409999999,51
42168,522,4,5394,0.7731368190000001,32
42169,98,3,5901,0.706666667,85
42170,101,5,5873,0.709994892,101
42171,114,3,8584,0.48574673799999996,77
42172,57,8,6958,0.5991592410000001,21
42173,97,5,7519,0.5544234610000001,105
42174,513,7,7876,0.529259777,36
42175,15,5,6440,0.6472406829999999,31
42176,347,3,4691,0.8885525470000001,16
42177,482,4,5425,0.768267281,55
42178,6,2,4597,0.9064194040000001,64
42179,338,5,6213,0.670658297,50
42180,159,4,8044,0.5179637,66
42181,176,2,5208,0.8,63
42182,196,5,8528,0.488536585,14
42183,93,2,7183,0.58,48
42184,43,2,7183,0.58,100
42185,47,5,7134,0.583912251,18
42186,269,8,7097,0.586948006,20
42187,47,4,11213,0.37149291,27
42188,18,5,5889,0.707310239,41
42189,34,3,5985,0.695944862,83
42190,488,4,5902,0.7057184009999999,32
42191,317,5,6034,0.690271793,66
42192,436,3,8243,0.5052468760000001,71
42193,90,6,5235,0.7953314229999999,12
42194,600,4,6024,0.691069057,54
42195,193,3,6065,0.6863643859999999,93
42196,417,3,6938,0.6,17
42197,170,4,4584,0.908071553,17
42198,219,9,7791,0.534266461,103
42199,139,6,5324,0.781773103,55
42200,89,7,5879,0.707950332,45
42201,119,5,5769,0.721428324,34
42202,670,3,4624,0.9,34
42203,10,4,5299,0.785250047,15
42204,653,2,4161,1.0,50
42205,214,2,7061,0.589259312,85
42206,97,6,6085,0.683750205,15
42207,123,6,6970,0.596865136,14
42208,264,6,5931,0.70136402,96
42209,170,5,5614,0.7409636620000001,30
42210,116,6,5474,0.759853855,65
42211,543,2,5942,0.7,41
42212,556,2,5942,0.7,18
42213,254,4,5852,0.7107552970000001,23
42214,629,3,5801,0.716953973,68
42215,12,6,5268,0.7894760820000001,22
42216,39,4,6639,0.626406085,69
42217,196,4,9018,0.461148813,70
42218,104,5,4744,0.8765809440000001,38
42219,398,4,6208,0.669845361,74
42220,93,4,4963,0.837850091,18
42221,144,6,5515,0.75387126,20
42222,6,7,6268,0.6632929160000001,104
42223,200,3,3920,1.060558673,52
42224,274,7,6683,0.622041,13
42225,276,5,6449,0.644560397,18
42226,525,4,4992,0.832632212,98
42227,319,4,7093,0.585972085,105
42228,112,7,7833,0.530575769,16
42229,50,7,5961,0.6971850359999999,36
42230,214,6,5849,0.710309455,32
42231,106,6,4583,0.906449924,16
42232,492,3,6231,0.666666667,95
42233,432,2,4154,1.0,86
42234,627,2,4154,1.0,64
42235,505,3,6231,0.666666667,95
42236,562,2,4154,1.0,88
42237,676,2,4154,1.0,107
42238,643,2,4154,1.0,71
42239,15,4,6424,0.646578456,41
42240,209,4,3879,1.070773395,62
42241,9,7,6875,0.6041352729999999,49
42242,286,7,5393,0.770031522,39
42243,443,4,4579,0.90690107,31
42244,208,12,5312,0.7816076809999999,74
42245,298,3,7115,0.583478566,36
42246,294,8,4632,0.89625,15
42247,13,3,5243,0.791737555,26
42248,564,3,4923,0.843113955,95
42249,118,6,6069,0.683885319,16
42250,307,5,6546,0.634036053,33
42251,100,3,5901,0.703333333,102
42252,197,4,7714,0.537962147,14
42253,5,6,4389,0.945481887,43
42254,105,6,6895,0.601801305,38
42255,231,2,5457,0.7603133590000001,18
42256,71,4,5872,0.70652248,43
42257,573,3,3704,1.120008099,85
42258,330,3,5155,0.804752667,100
42259,8,4,5294,0.783617303,33
42260,191,5,6039,0.686923332,34
42261,617,4,7550,0.549430464,20
42262,271,4,4883,0.8494593490000001,69
42263,576,5,5722,0.7248514509999999,29
42264,21,6,10468,0.396175965,81
42265,95,10,11022,0.376252949,71
42266,213,4,8413,0.49283489799999997,12
42267,477,3,5600,0.740375,55
42268,226,2,6188,0.67,14
42269,644,5,5613,0.738553358,83
42270,11,5,6251,0.663149896,49
42271,239,6,6241,0.664210864,70
42272,68,3,5472,0.7573757309999999,82
42273,27,6,6685,0.619934181,69
42274,628,7,6548,0.632887905,35
42275,97,5,7038,0.5887865870000001,33
42276,47,20,6038,0.686240477,39
42277,372,5,7044,0.588202726,76
42278,203,9,5216,0.794325153,23
42279,135,5,4969,0.833789495,56
42280,164,5,5247,0.7895997709999999,21
42281,185,3,11508,0.36,23
42282,73,6,6344,0.653032787,19
42283,269,4,7267,0.570085317,38
42284,158,4,5539,0.747929229,100
42285,497,5,5376,0.770600818,40
42286,278,6,5598,0.74,23
42287,140,5,6560,0.631397866,23
42288,545,3,8016,0.5166666670000001,83
42289,333,6,5936,0.697633086,12
42290,305,7,6634,0.624178475,65
42291,139,5,7703,0.537550305,14
42292,390,3,5758,0.719112539,17
42293,390,4,5724,0.723200559,108
42294,65,5,6523,0.634586847,15
42295,95,7,7284,0.568228995,19
42296,582,5,5745,0.7203829420000001,68
42297,99,3,4366,0.947892808,29
42298,140,4,8450,0.489739645,13
42299,429,4,6390,0.647535211,14
42300,20,8,5315,0.778457197,100
42301,128,6,9793,0.422458899,16
42302,24,3,6163,0.671278598,82
42303,151,4,5292,0.781746032,26
42304,636,2,5516,0.75,21
42305,599,2,5516,0.75,19
42306,576,2,5516,0.75,87
42307,327,5,4727,0.8751639520000001,25
42308,387,3,5996,0.689926618,18
42309,40,4,7978,0.518470795,60
42310,34,3,11817,0.35,12
42311,217,2,5060,0.8173814229999999,52
42312,98,4,5432,0.761402798,20
42313,184,5,4582,0.9026276740000001,66
42314,64,2,4787,0.8639669940000001,94
42315,288,6,5880,0.703333333,79
42316,238,5,4383,0.94355008,28
42317,9,7,6306,0.655746908,72
42318,31,5,6763,0.611432796,100
42319,315,6,10374,0.398592635,30
42320,85,5,5385,0.7678588670000001,54
42321,575,4,5430,0.7614364640000001,99
42322,145,3,4041,1.023162584,106
42323,185,3,5242,0.7887428459999999,82
42324,161,6,4001,1.033366658,68
42325,41,4,5822,0.710109928,42
42326,239,6,5752,0.718736092,12
42327,144,4,5362,0.770962327,46
42328,13,3,5494,0.7524390240000001,81
42329,288,4,5658,0.730600919,22
42330,391,5,5149,0.8028160809999999,17
42331,115,3,5067,0.815776594,88
42332,92,3,6231,0.663333333,44
42333,87,4,5921,0.698059449,74
42334,172,6,7123,0.580234452,92
42335,12,22,5674,0.728311597,39
42336,267,5,5646,0.731907545,34
42337,76,8,8352,0.494703065,48
42338,543,3,4754,0.8689945309999999,77
42339,419,5,7395,0.55862069,55
42340,254,5,5050,0.818,12
42341,2,6,7094,0.582296307,69
42342,306,3,5901,0.7,111
42343,395,3,5901,0.7,13
